State,CensusTract,Prog1,Prog2,Prog3,Prog4,FundingTotal,Projects,CEJST_Indicators,CoveredPrograms,Monitor
LA,22019003200,Carbon Reduction Program,,,,85997,I-10: La 108 Intchg Lighting (Vinton),N_ENY,Clean Energy & Energy Efficiency,
LA,22019003101,Carbon Reduction Program,,,,85997,I-10: La 108 Intchg Lighting (Vinton),N_ENY,Clean Energy & Energy Efficiency,
LA,22099020304,"Promoting Resilient Operations for Transformative, Efficient, and Cost-Saving Transportation (PROTECT) - Formula",,,,2775981.5,La 352 Drainage Improvement,FLD_ET,Climate Change,
LA,22099020303,"Promoting Resilient Operations for Transformative, Efficient, and Cost-Saving Transportation (PROTECT) - Formula",,,,2775981.5,La 352 Drainage Improvement,FLD_ET,Climate Change,
LA,22017021000,Brownfields Projects,,,,250000,Brownfields Project - Louisiana Department of Environmental Quality,TSDF_ET,Remediation & Reduction of Legacy Pollution,
LA,22017021900,Brownfields Projects,,,,250000,Brownfields Project - Louisiana Department of Environmental Quality,TSDF_ET,Remediation & Reduction of Legacy Pollution,
LA,22073000100,Brownfields Projects,,,,250000,Brownfields Project - Louisiana Department of Environmental Quality,TSDF_ET,Remediation & Reduction of Legacy Pollution,
LA,22073011100,Brownfields Projects,,,,250000,Brownfields Project - Louisiana Department of Environmental Quality,TSDF_ET,Remediation & Reduction of Legacy Pollution,
LA,22073005500,Brownfields Projects,,,,250000,Brownfields Project - Louisiana Department of Environmental Quality,TSDF_ET,Remediation & Reduction of Legacy Pollution,
LA,22017025200,Brownfields Projects,,,,250000,Brownfields Project - Louisiana Department of Environmental Quality,TSDF_ET,Remediation & Reduction of Legacy Pollution,
LA,22017025300,Brownfields Projects,Corps of Engineers Operation and Maintenance,,,651500,"Brownfields Project - Louisiana Department of Environmental Quality, J Bennett Johnston Waterway, LA","TSDF_ET, FLD_ET","Remediation & Reduction of Legacy Pollution, Climate Change",
LA,22109001600,Corps of Engineers Operation and Maintenance,,,,8275000,"Atchafalaya River And Bayous Chene, Boeuf & Black, LA",FLD_ET,Climate Change,
LA,22007050600,Corps of Engineers Operation and Maintenance,,,,8275000,"Atchafalaya River And Bayous Chene, Boeuf & Black, LA",FLD_ET,Climate Change,
LA,22099020102,Corps of Engineers Operation and Maintenance,,,,8275000,"Atchafalaya River And Bayous Chene, Boeuf & Black, LA",FLD_ET,Climate Change,
LA,22099020101,Corps of Engineers Operation and Maintenance,,,,8275000,"Atchafalaya River And Bayous Chene, Boeuf & Black, LA",FLD_ET,Climate Change,
LA,22051027904,Corps of Engineers Operation and Maintenance,,,,2580000,"Barataria Bay Waterway, LA",FLD_ET,Climate Change,
LA,22051027903,Corps of Engineers Operation and Maintenance,,,,2580000,"Barataria Bay Waterway, LA",FLD_ET,Climate Change,
LA,22015011124,Corps of Engineers Operation and Maintenance,,,,916666.6667,"Bayou Bodcau Reservoir, LA",FLD_ET,Climate Change,
LA,22015011123,Corps of Engineers Operation and Maintenance,,,,916666.6667,"Bayou Bodcau Reservoir, LA",FLD_ET,Climate Change,
LA,22015011115,Corps of Engineers Operation and Maintenance,,,,916666.6667,"Bayou Bodcau Reservoir, LA",FLD_ET,Climate Change,
LA,22113951100,Corps of Engineers Operation and Maintenance,,,,8075000,"Freshwater Bayou, LA",FLD_ET,Climate Change,
LA,22121020100,Corps of Engineers Operation and Maintenance,,,,4649600,"Gulf Intracoastal Waterway, LA",FLD_ET,Climate Change,
LA,22121020401,Corps of Engineers Operation and Maintenance,,,,4649600,"Gulf Intracoastal Waterway, LA",FLD_ET,Climate Change,
LA,22121020302,Corps of Engineers Operation and Maintenance,,,,4649600,"Gulf Intracoastal Waterway, LA",FLD_ET,Climate Change,
LA,22121020402,Corps of Engineers Operation and Maintenance,,,,4649600,"Gulf Intracoastal Waterway, LA",FLD_ET,Climate Change,
LA,22015010400,Corps of Engineers Operation and Maintenance,,,,401500,"J Bennett Johnston Waterway, LA",FLD_ET,Climate Change,
LA,22025000300,Corps of Engineers Operation and Maintenance,,,,2300000,"Wallace Lake, LA",FLD_ET,Climate Change,
LA,22071013302,University Transportation Centers (UTC) Program,,,,2000000,University Transporation Center: University of New Orleans,N_TRN,Clean Transportation,X
LA,22071002700,Reconnecting Communities Pilot Program,,,,50000,Reconnecting Claiborne,N_TRN,Affordable & Sustainable Housing,
LA,22071003400,Reconnecting Communities Pilot Program,,,,50000,Reconnecting Claiborne,N_TRN,Affordable & Sustainable Housing,
LA,22071004000,Reconnecting Communities Pilot Program,,,,50000,Reconnecting Claiborne,N_TRN,Affordable & Sustainable Housing,
LA,22071003900,Reconnecting Communities Pilot Program,,,,50000,Reconnecting Claiborne,N_TRN,Affordable & Sustainable Housing,
LA,22071004401,Reconnecting Communities Pilot Program,,,,50000,Reconnecting Claiborne,N_TRN,Affordable & Sustainable Housing,
LA,22071004402,Reconnecting Communities Pilot Program,,,,50000,Reconnecting Claiborne,N_TRN,Affordable & Sustainable Housing,
LA,22071004900,Reconnecting Communities Pilot Program,,,,50000,Reconnecting Claiborne,N_TRN,Affordable & Sustainable Housing,
LA,22071004800,Reconnecting Communities Pilot Program,,,,50000,Reconnecting Claiborne,N_TRN,Affordable & Sustainable Housing,
LA,22071002800,Reconnecting Communities Pilot Program,,,,50000,Reconnecting Claiborne,N_TRN,Affordable & Sustainable Housing,
LA,22101040500,Mississippi River and Tributaries,,,,4972250,"Atchafalaya Basin, LA",FLD_ET,Climate Change,
LA,22101040400,Mississippi River and Tributaries,,,,4972250,"Atchafalaya Basin, LA",FLD_ET,Climate Change,
LA,22089062900,Mississippi River and Tributaries,,,,95000,"Mississippi Delta Region, LA",FLD_ET,Climate Change,
LA,22059970300,Mississippi River and Tributaries,,,,2750000,"Tensas Basin, Red River Backwater, LA",FLD_ET,Climate Change,
LA,22029000500,Mississippi River and Tributaries,,,,2750000,"Tensas Basin, Red River Backwater, LA",FLD_ET,Climate Change,
LA,22047953200,Battery Materials Processing Grants,,,,100000000,"LiPF6 Manufacturing Plant in St. Gabriel, Louisiana",N_ENY,Clean Energy & Energy Efficiency,X
LA,22029000300,Battery Materials Processing Grants,,,,219820610,"Phase 3 Expansion of Syrah’s Commercial-Scale Natural Graphite Active Anode Material Facility in Vidalia, Louisiana",N_ENY,Clean Energy & Energy Efficiency,X
LA,22057021500,Local and Regional Project Assistance Grants (RAISE),,,,656669.75,Valentine Pontoon Bridge Replacement,N_TRN,Clean Transportation,
LA,22057021602,Local and Regional Project Assistance Grants (RAISE),,,,656669.75,Valentine Pontoon Bridge Replacement,N_TRN,Clean Transportation,
LA,22057021000,Local and Regional Project Assistance Grants (RAISE),,,,656669.75,Valentine Pontoon Bridge Replacement,N_TRN,Clean Transportation,
LA,22057021700,Local and Regional Project Assistance Grants (RAISE),,,,656669.75,Valentine Pontoon Bridge Replacement,N_TRN,Clean Transportation,
